"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,46284866.111,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,44615477.214,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,48105164.639,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,51792753.623,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,121776.557,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,570229.635,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2561629.501,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,3204182.198,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3334391.725,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2078272.494,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1666312.5,,
"EST","Estonia","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,17872,,
"IRL","Ireland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,5272057.721,,
"IRL","Ireland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,4934120.388,,
"IRL","Ireland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,44183875.486,,
"IRL","Ireland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,42848082.431,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,12742629.985,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,15468669.663,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,12811891.257,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,5183509.564,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,0,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1579486.627,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5826129.855,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,15272607.262,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3263306.813,,
"ITA","Italy","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2129181.427,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,6855571.519,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,6376528.324,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,7630632.877,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,8561158.634,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,9731692.916,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,8836076.426,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,13508039.295,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,17831481.56,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,21736459.743,,
"SWE","Sweden","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,19125752.495,,
"POL","Poland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,53184.394,,
"POL","Poland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,251331.127,,
"POL","Poland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,626338.369,,
"USA","United States","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,6451000,,
"USA","United States","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,6724000,,
"USA","United States","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,5159825,,
"USA","United States","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,29830000,,
"USA","United States","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,8790000,,
"MEX","Mexico","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4706229.539,,
"MEX","Mexico","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,4541916.875,,
"MEX","Mexico","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,2021988.243,,
"MEX","Mexico","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,487655.056,,
"MEX","Mexico","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1085755.686,,
"TWN","Chinese Taipei","M_DP_D","Disaster relief payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,11263.762,,
"HUN","Hungary","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,260665.944,,
"HUN","Hungary","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,267741.646,,
"HUN","Hungary","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,347442.295,,
"HUN","Hungary","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,458220.08,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,1864235.404,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,8927360.729,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,5129736.215,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,3825047.074,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3971978.346,,
"FIN","Finland","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3100295.835,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,3818879.425,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,3433333.321,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,15091824.851,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,11982494.334,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,12989883.464,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,12129755.788,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,8680428.179,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,10710786.509,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,7007592.653,,
"JPN","Japan","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5664065.182,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,692219.058,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,578001.948,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,572813.035,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,757141.816,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,800702.192,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,806497.865,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,771208.226,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1235000,,
"EST","Estonia","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,756225.333,,
"POL","Poland","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,37754196.92,,
"POL","Poland","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2671624.749,,
"POL","Poland","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2724613.958,,
"MEX","Mexico","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,1701032.937,,
"MEX","Mexico","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,5352868.511,,
"MEX","Mexico","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,5167965.686,,
"MEX","Mexico","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,9673936.331,,
"MEX","Mexico","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3450290.292,,
"CHL","Chile","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1677345.605,,
"CHL","Chile","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3014300.382,,
"CHL","Chile","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4297279.785,,
"EST","Estonia","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,378988.394,,
"EST","Estonia","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,728.283,,
"EST","Estonia","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,507932.121,,
"EST","Estonia","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,438284.679,,
"EST","Estonia","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,341351.588,,
